#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2EC34
#Date Time: 2026-03-31 19:17:03.346
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 1 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Running
#Mode: Simple
#Type: DC
#Offset: 800 mV
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V)
-0.00503125,1.0180980186409
-0.00503,1.014455907835987
-0.00502875,1.014455907835987
-0.0050275,0.9998874646163369
-0.00502625,0.9998874646163369
-0.005025,0.9962453538114244
-0.00502375,0.981676910591769
-0.0050225,0.9707505781770362
-0.00502125,0.9561821349573842
-0.00502,0.9525400241524733
-0.00501875,0.9452558025426481
-0.0050175,0.9452558025426481
-0.00501625,0.9343294701279103
-0.005015,0.9197610269082667
-0.00501375,0.9161189161033474
-0.0050125,0.9161189161033391
-0.00501125,0.8979083620787844
-0.00501,0.8906241404689559
-0.00500875,0.8833399188591341
-0.0050075,0.8760556972493089
-0.00500625,0.8687714756394838
-0.005005,0.8687714756394838
-0.00500375,0.8505609216149291
-0.0050025,0.839634589200183
-0.00500125,0.8287082567854452
-0.005,0.8287082567854452
-0.00499875,0.8177819243707074
-0.0049975,0.8177819243707074
-0.00499625,0.8068555919559697
-0.004995,0.8032134811510587
-0.00499375,0.7959292595412319
-0.0049925,0.7850029271264991
-0.00499125,0.7740765947117564
-0.00499,0.7595081514921077
-0.00498875,0.7631502622970187
-0.0049875,0.759508151492106
-0.00498625,0.7485818190773682
-0.004985,0.7412975974675431
-0.00498375,0.7230870434429885
-0.0049825,0.7267291542478928
-0.00498125,0.7194449326380642
-0.00498,0.7121607110282423
-0.00497875,0.6903080461987635
-0.0049775,0.6830238245889416
-0.00497625,0.6866659353938542
-0.004975,0.6757396029791164
-0.00497375,0.6720974921742039
-0.0049725,0.664813270564382
-0.00497125,0.6575290489545534
-0.00497,0.6466027165398107
-0.00496875,0.635676384125078
-0.0049675,0.6247500517103385
-0.00496625,0.6211079409054275
-0.004965,0.6247500517103401
-0.00496375,0.617465830100515
-0.0049625,0.5992552760759521
-0.00496125,0.5956131652710411
-0.00496,0.5883289436612142
-0.00495875,0.5883289436612059
-0.0049575,0.5701183896366513
-0.00495625,0.5628341680268262
-0.004955,0.5628341680268262
-0.00495375,0.5628341680268262
-0.0049525,0.5482657248071825
-0.00495125,0.5409815031973506
-0.00495,0.522770949172796
-0.00494875,0.5264130599777003
-0.0049475,0.5154867275629591
-0.00494625,0.5082025059531373
-0.004945,0.5082025059531373
-0.00494375,0.4972761735383995
-0.0049425,0.4936340627334869
-0.00494125,0.4790656195138432
-0.00494,0.4790656195138366
-0.00493875,0.4754235087089256
-0.0049375,0.4644971762941862
-0.00493625,0.4608550654892686
-0.004935,0.4499287330745358
-0.00493375,0.4499287330745358
-0.0049325,0.4317181790499729
-0.00493125,0.4426445114647107
-0.00493,0.4135076250254232
-0.00492875,0.4171497358303226
-0.0049275,0.4171497358303192
-0.00492625,0.4098655142204973
-0.004925,0.4098655142204907
-0.00492375,0.395297071000847
-0.0049225,0.3916549601959344
-0.00492125,0.3807286277811966
-0.00492,0.377086516976284
-0.00491875,0.3661601845615512
-0.0049175,0.3625180737566337
-0.00491625,0.3552338521468069
-0.004915,0.3515917413418959
-0.00491375,0.3370232981222472
-0.0049125,0.3406654089271581
-0.00491125,0.3370232981222456
-0.00491,0.3260969657075128
-0.00490875,0.3224548549025952
-0.0049075,0.3224548549025952
-0.00490625,0.31517063329277
-0.004905,0.3006021900731163
-0.00490375,0.2933179684632945
-0.0049025,0.3006021900731197
-0.00490125,0.2896758576583819
-0.0049,0.2896758576583819
-0.00489875,0.278749525243649
-0.0048975,0.2787495252436441
-0.00489625,0.2714653036338223
-0.004895,0.2568968604141686
-0.00489375,0.2496126388043417
-0.0048925,0.2459705279994308
-0.00489125,0.2459705279994308
-0.00489,0.2386863063896056
-0.00488875,0.2386863063896056
-0.0048875,0.2423284171945165
-0.00488625,0.2204757523650427
-0.004885,0.2131915307552175
-0.00488375,0.2131915307552175
-0.0048825,0.2095494199503032
-0.00488125,0.2059073091453923
-0.00488,0.2022651983404797
-0.00487875,0.1986230875355671
-0.0048775,0.1840546443159168
-0.00487625,0.1876967551208277
-0.004875,0.1804125335110042
-0.00487375,0.1804125335109975
-0.0048725,0.1658440902913538
-0.00487125,0.1658440902913538
-0.00487,0.1658440902913538
-0.00486875,0.1622019794864412
-0.0048675,0.1585598686815303
-0.00486625,0.154917757876616
-0.004865,0.1512756470717051
-0.00486375,0.1512756470717035
